Date/Time,Electricity:Facility [kWh](Hourly),Gas:Facility [kWh](Hourly),Heating:Electricity [kWh](Hourly),Heating:Gas [kWh](Hourly),Cooling:Electricity [kWh](Hourly),HVACFan:Fans:Electricity [kWh](Hourly),Electricity:HVAC [kWh](Hourly),Fans:Electricity [kWh](Hourly),General:InteriorLights:Electricity [kWh](Hourly),General:ExteriorLights:Electricity [kWh](Hourly),Appl:InteriorEquipment:Electricity [kWh](Hourly),Misc:InteriorEquipment:Electricity [kWh](Hourly),Water Heater:WaterSystems:Gas [kWh](Hourly) 
 07/16  14:00:00,0.713403313,0.628483596,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,5.39E-02,1.17E-02,0.333757185,0.296926011,0.608032012
 07/16  15:00:00,0.734755409,0.635030817,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,5.39E-02,1.17E-02,0.338603987,0.313431305,0.613442385
 07/16  16:00:00,0.83693327,0.699270005,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,5.72E-02,1.25E-02,0.379378353,0.370734301,0.673734674
 07/16  17:00:00,1.085930213,0.825368498,0.00E+00,0.00E+00,6.05E-02,2.02E-02,8.08E-02,2.02E-02,6.73E-02,1.47E-02,0.455674826,0.450382926,0.794347151
 07/16  18:00:00,1.246846833,0.947852486,0.00E+00,0.00E+00,0.121227207,4.08E-02,0.162074029,4.08E-02,0.107741978,2.35E-02,0.417464634,0.488979922,0.914172667
 07/16  19:00:00,1.344018415,0.974705321,0.00E+00,0.00E+00,0.165960364,5.66E-02,0.222523474,5.66E-02,0.205383091,4.47E-02,0.349528661,0.504723434,0.939941125
 07/16  20:00:00,1.51768444,0.910946412,0.00E+00,0.00E+00,0.155341327,5.51E-02,0.210454695,5.51E-02,0.370362972,8.07E-02,0.316986952,0.522075153,0.874987069
 07/16  21:00:00,1.655628479,0.82344725,0.00E+00,0.00E+00,0.127368522,4.65E-02,0.173820564,4.65E-02,0.535342852,0.116637568,0.302828853,0.509886628,0.788327424
 07/16  22:00:00,1.338554712,0.687337959,0.00E+00,0.00E+00,6.56E-02,2.43E-02,8.99E-02,2.43E-02,0.447802521,9.76E-02,0.244907424,0.441241533,0.656946251
 07/16  23:00:00,0.940370474,0.537314417,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.309758114,6.75E-02,0.162581264,0.383430682,0.510904588
 07/16  24:00:00,0.63564652,0.378057241,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.161612925,3.52E-02,0.104554665,0.317155577,0.35621229
 07/17  01:00:00,0.511600754,0.302906478,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,9.76E-02,2.13E-02,8.36E-02,0.292016744,0.282793032
 07/17  02:00:00,0.455369668,0.286122045,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,6.40E-02,1.39E-02,7.17E-02,0.288631043,0.266241798
 07/17  03:00:00,0.443817354,0.290876378,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,6.40E-02,1.39E-02,6.42E-02,0.284568201,0.271275971
 07/17  04:00:00,0.442441116,0.339075753,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,6.40E-02,1.39E-02,7.36E-02,0.273818599,0.320215754
 07/17  05:00:00,0.490142109,0.556380829,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,6.73E-02,1.47E-02,8.55E-02,0.30555955,0.535334586
 07/17  06:00:00,0.620802074,0.960833045,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,9.43E-02,2.05E-02,0.135831852,0.353044012,0.936516181
 07/17  07:00:00,0.805169766,1.07153707,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.154879099,3.37E-02,0.209298719,0.375135713,1.04569858
 07/17  08:00:00,0.7476883,1.037319689,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.11784276,2.57E-02,0.269903014,0.317155577,1.015474738
 07/17  09:00:00,0.695801449,0.944472301,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,6.40E-02,1.39E-02,0.330854782,0.269925043,0.925880481
 07/17  10:00:00,0.70576287,0.839709639,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,5.39E-02,1.17E-02,0.34676952,0.276273233,0.82068057
 07/17  11:00:00,0.720147373,0.746378893,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,5.39E-02,1.17E-02,0.36106938,0.276357875,0.727343995
 07/17  12:00:00,0.704950034,0.673335512,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,5.39E-02,1.17E-02,0.350527381,0.271702536,0.654621262
 07/17  13:00:00,0.6832634,0.631132351,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,5.39E-02,1.17E-02,0.319445426,0.281097857,0.611770973
 07/17  14:00:00,0.67427771,0.589365242,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,5.39E-02,1.17E-02,0.294631582,0.296926011,0.568913657
 07/17  15:00:00,0.770594475,0.595976933,0.00E+00,0.00E+00,5.53E-02,1.76E-02,7.29E-02,1.76E-02,5.39E-02,1.17E-02,0.301544984,0.313431305,0.574388502
 07/17  16:00:00,1.060007053,0.651584995,0.00E+00,0.00E+00,0.196396445,6.26E-02,0.258991731,6.26E-02,5.72E-02,1.25E-02,0.343460405,0.370734301,0.626049664
 07/17  17:00:00,1.419260076,0.768409099,0.00E+00,0.00E+00,0.33991484,0.109517311,0.44943215,0.109517311,6.73E-02,1.47E-02,0.420322867,0.450382926,0.737387753
 07/17  18:00:00,1.460531636,0.874570412,0.00E+00,0.00E+00,0.307427325,0.10264185,0.410069175,0.10264185,0.107741978,2.35E-02,0.383154292,0.488979922,0.840890593
 07/17  19:00:00,1.47253527,0.892986356,0.00E+00,0.00E+00,0.287252552,9.80E-02,0.385285111,9.80E-02,0.205383091,4.47E-02,0.315283879,0.504723434,0.85822216
 07/17  20:00:00,1.429210725,0.833276058,0.00E+00,0.00E+00,0.115393166,4.14E-02,0.156836378,4.14E-02,0.370362972,8.07E-02,0.282131554,0.522075153,0.797316715
 07/17  21:00:00,1.446201029,0.757960394,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.535342852,0.116637568,0.267221967,0.509886628,0.722840568
 07/17  22:00:00,1.220335017,0.635428887,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.447802521,9.76E-02,0.216614189,0.441241533,0.605037179
 07/17  23:00:00,0.924835616,0.504666102,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.309758114,6.75E-02,0.147046406,0.383430682,0.478256273
 07/17  24:00:00,0.629072832,0.365153815,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.161612925,3.52E-02,9.80E-02,0.317155577,0.343308864
 07/18  01:00:00,0.511600754,0.301827495,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,9.76E-02,2.13E-02,8.36E-02,0.292016744,0.28171405
 07/18  02:00:00,0.455369668,0.284850286,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,6.40E-02,1.39E-02,7.17E-02,0.288631043,0.26497004
 07/18  03:00:00,0.443817354,0.289260721,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,6.40E-02,1.39E-02,6.42E-02,0.284568201,0.269660313
 07/18  04:00:00,0.442441116,0.337375714,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,6.40E-02,1.39E-02,7.36E-02,0.273818599,0.318515714
 07/18  05:00:00,0.490142109,0.554230957,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,6.73E-02,1.47E-02,8.55E-02,0.30555955,0.533184714
 07/18  06:00:00,0.620802074,0.957741978,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,9.43E-02,2.05E-02,0.135831852,0.353044012,0.933425113
 07/18  07:00:00,0.805169766,1.068182544,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.154879099,3.37E-02,0.209298719,0.375135713,1.042344053
 07/18  08:00:00,0.7476883,1.034084788,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.11784276,2.57E-02,0.269903014,0.317155577,1.012239837
 07/18  09:00:00,0.695801449,0.941817187,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,6.40E-02,1.39E-02,0.330854782,0.269925043,0.923225367
 07/18  10:00:00,0.70576287,0.837816347,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,5.39E-02,1.17E-02,0.34676952,0.276273233,0.818787278
 07/18  11:00:00,0.720147373,0.744894103,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,5.39E-02,1.17E-02,0.36106938,0.276357875,0.725859204
 07/18  12:00:00,0.704950034,0.671794539,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,5.39E-02,1.17E-02,0.350527381,0.271702536,0.65308029
 07/18  13:00:00,0.6832634,0.629899237,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,5.39E-02,1.17E-02,0.319445426,0.281097857,0.610537859
 07/18  14:00:00,0.686927267,0.588208332,0.00E+00,0.00E+00,9.51E-03,3.14E-03,1.26E-02,3.14E-03,5.39E-02,1.17E-02,0.294631582,0.296926011,0.567756748
 07/18  15:00:00,0.816832408,0.594893466,0.00E+00,0.00E+00,8.96E-02,2.96E-02,0.119136001,2.96E-02,5.39E-02,1.17E-02,0.301544984,0.313431305,0.573305035
 07/18  16:00:00,1.129251996,0.650231163,0.00E+00,0.00E+00,0.249691223,7.85E-02,0.328236675,7.85E-02,5.72E-02,1.25E-02,0.343460405,0.370734301,0.624695832
 07/18  17:00:00,1.363922957,0.766560237,0.00E+00,0.00E+00,0.298090333,9.60E-02,0.394095031,9.60E-02,6.73E-02,1.47E-02,0.420322867,0.450382926,0.735538891
 07/18  18:00:00,1.469861351,0.872655502,0.00E+00,0.00E+00,0.316238746,0.103160144,0.41939889,0.103160144,0.107741978,2.35E-02,0.383154292,0.488979922,0.838975683
 07/18  19:00:00,1.476257059,0.891044146,0.00E+00,0.00E+00,0.291678322,9.73E-02,0.389006899,9.73E-02,0.205383091,4.47E-02,0.315283879,0.504723434,0.85627995
 07/18  20:00:00,1.59151312,0.831469149,0.00E+00,0.00E+00,0.236722793,8.24E-02,0.319138772,8.24E-02,0.370362972,8.07E-02,0.282131554,0.522075153,0.795509806
 07/18  21:00:00,1.729924022,0.756444943,0.00E+00,0.00E+00,0.209865326,7.39E-02,0.283722993,7.39E-02,0.535342852,0.116637568,0.267221967,0.509886628,0.721325118
 07/18  22:00:00,1.451685452,0.634296428,0.00E+00,0.00E+00,0.171606917,5.97E-02,0.231350436,5.97E-02,0.447802521,9.76E-02,0.216614189,0.441241533,0.60390472
 07/18  23:00:00,1.076612285,0.503543987,0.00E+00,0.00E+00,0.112580441,3.92E-02,0.151776669,3.92E-02,0.309758114,6.75E-02,0.147046406,0.383430682,0.477134159
 07/18  24:00:00,0.69661376,0.363905039,0.00E+00,0.00E+00,5.01E-02,1.74E-02,6.75E-02,1.74E-02,0.161612925,3.52E-02,9.80E-02,0.317155577,0.342060088
 07/19  01:00:00,0.521497128,0.300504944,0.00E+00,0.00E+00,7.36E-03,2.53E-03,9.90E-03,2.53E-03,9.76E-02,2.13E-02,8.36E-02,0.292016744,0.280391498
 07/19  02:00:00,0.455369668,0.28374852,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,6.40E-02,1.39E-02,7.17E-02,0.288631043,0.263868274
 07/19  03:00:00,0.443817354,0.28837761,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,6.40E-02,1.39E-02,6.42E-02,0.284568201,0.268777203
 07/19  04:00:00,0.442441116,0.336411497,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,6.40E-02,1.39E-02,7.36E-02,0.273818599,0.317551498
 07/19  05:00:00,0.490142109,0.552578223,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,6.73E-02,1.47E-02,8.55E-02,0.30555955,0.53153198
 07/19  06:00:00,0.620802074,0.955228259,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,9.43E-02,2.05E-02,0.135831852,0.353044012,0.930911395
 07/19  07:00:00,0.805169766,1.065488147,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.154879099,3.37E-02,0.209298719,0.375135713,1.039649657
 07/19  08:00:00,0.7476883,1.031663891,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.11784276,2.57E-02,0.269903014,0.317155577,1.00981894
 07/19  09:00:00,0.695801449,0.939783701,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,6.40E-02,1.39E-02,0.330854782,0.269925043,0.921191881
 07/19  10:00:00,0.70576287,0.836008,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,5.39E-02,1.17E-02,0.34676952,0.276273233,0.816978931
 07/19  11:00:00,0.720147373,0.743376186,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,5.39E-02,1.17E-02,0.36106938,0.276357875,0.724341287
 07/19  12:00:00,0.704950034,0.671155705,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,5.39E-02,1.17E-02,0.350527381,0.271702536,0.652441455
 07/19  13:00:00,0.6832634,0.629365841,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,5.39E-02,1.17E-02,0.319445426,0.281097857,0.610004464
 07/19  14:00:00,0.67427771,0.587889076,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,5.39E-02,1.17E-02,0.294631582,0.296926011,0.567437491
 07/19  15:00:00,0.697696406,0.594825634,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,5.39E-02,1.17E-02,0.301544984,0.313431305,0.573237202
 07/19  16:00:00,0.801015322,0.650484641,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,5.72E-02,1.25E-02,0.343460405,0.370734301,0.62494931
 07/19  17:00:00,0.969827926,0.766994358,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,6.73E-02,1.47E-02,0.420322867,0.450382926,0.735973011
 07/19  18:00:00,1.050462461,0.872585429,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.107741978,2.35E-02,0.383154292,0.488979922,0.83890561
 07/19  19:00:00,1.08725016,0.890854429,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.205383091,4.47E-02,0.315283879,0.504723434,0.856090233
 07/19  20:00:00,1.272374347,0.831194905,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.370362972,8.07E-02,0.282131554,0.522075153,0.795235562
 07/19  21:00:00,1.446201029,0.756383496,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.535342852,0.116637568,0.267221967,0.509886628,0.72126367
 07/19  22:00:00,1.220335017,0.634744567,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.447802521,9.76E-02,0.216614189,0.441241533,0.604352859
 07/19  23:00:00,0.924835616,0.504453361,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.309758114,6.75E-02,0.147046406,0.383430682,0.478043532
 07/19  24:00:00,0.629072832,0.365582911,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.161612925,3.52E-02,9.80E-02,0.317155577,0.34373796
 07/20  01:00:00,0.511600754,0.302597982,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,9.76E-02,2.13E-02,8.36E-02,0.292016744,0.282484536
 07/20  02:00:00,0.455369668,0.286253055,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,6.40E-02,1.39E-02,7.17E-02,0.288631043,0.266372809
 07/20  03:00:00,0.447720571,0.430856501,0.00E+00,0.139842616,0.00E+00,3.90E-03,3.90E-03,3.90E-03,6.40E-02,1.39E-02,6.42E-02,0.284568201,0.271413478
 07/20  04:00:00,0.457531652,0.885879273,0.00E+00,0.546894001,0.00E+00,1.51E-02,1.51E-02,1.51E-02,6.40E-02,1.39E-02,7.36E-02,0.273818599,0.320125273
 07/20  05:00:00,0.515987873,1.493497803,0.00E+00,0.938709778,0.00E+00,2.58E-02,2.58E-02,2.58E-02,6.73E-02,1.47E-02,8.55E-02,0.30555955,0.533741781
 07/20  06:00:00,0.648126332,1.948924736,0.00E+00,0.992408217,0.00E+00,2.73E-02,2.73E-02,2.73E-02,9.43E-02,2.05E-02,0.135831852,0.353044012,0.932199655
 07/20  07:00:00,0.829575753,1.952244996,0.00E+00,0.886417542,0.00E+00,2.44E-02,2.44E-02,2.44E-02,0.154879099,3.37E-02,0.209298719,0.375135713,1.039988964
 07/20  08:00:00,0.774097905,1.991045271,0.00E+00,0.959188338,0.00E+00,2.64E-02,2.64E-02,2.64E-02,0.11784276,2.57E-02,0.269903014,0.317155577,1.010011981
 07/20  09:00:00,0.71387533,1.596311204,0.00E+00,0.656437526,0.00E+00,1.81E-02,1.81E-02,1.81E-02,6.40E-02,1.39E-02,0.330854782,0.269925043,0.921281858
 07/20  10:00:00,0.719633588,1.340197411,0.00E+00,0.503780015,0.00E+00,1.39E-02,1.39E-02,1.39E-02,5.39E-02,1.17E-02,0.34676952,0.276273233,0.817388327
 07/20  11:00:00,0.720147373,0.744140062,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,5.39E-02,1.17E-02,0.36106938,0.276357875,0.725105164
 07/20  12:00:00,0.704950034,0.672256078,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,5.39E-02,1.17E-02,0.350527381,0.271702536,0.653541828
 07/20  13:00:00,0.6832634,0.630699454,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,5.39E-02,1.17E-02,0.319445426,0.281097857,0.611338076
 07/20  14:00:00,0.67427771,0.589169313,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,5.39E-02,1.17E-02,0.294631582,0.296926011,0.568717728
 07/20  15:00:00,0.697696406,0.595803292,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,5.39E-02,1.17E-02,0.301544984,0.313431305,0.574214861
 07/20  16:00:00,0.801015322,0.651147345,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,5.72E-02,1.25E-02,0.343460405,0.370734301,0.625612014
 07/20  17:00:00,0.969827926,0.767260864,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,6.73E-02,1.47E-02,0.420322867,0.450382926,0.736239518
 07/20  18:00:00,1.050462461,0.872416426,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.107741978,2.35E-02,0.383154292,0.488979922,0.838736607
 07/20  19:00:00,1.08725016,0.890601215,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.205383091,4.47E-02,0.315283879,0.504723434,0.855837019
 07/20  20:00:00,1.272374347,0.831188411,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.370362972,8.07E-02,0.282131554,0.522075153,0.795229068
 07/20  21:00:00,1.446201029,0.756673528,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.535342852,0.116637568,0.267221967,0.509886628,0.721553702
 07/20  22:00:00,1.220335017,0.635201221,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.447802521,9.76E-02,0.216614189,0.441241533,0.604809513
 07/20  23:00:00,0.924835616,0.505317733,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.309758114,6.75E-02,0.147046406,0.383430682,0.478907904
 07/20  24:00:00,0.629072832,0.366713485,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.161612925,3.52E-02,9.80E-02,0.317155577,0.344868534
 07/21  01:00:00,0.511600754,0.303686019,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,9.76E-02,2.13E-02,8.36E-02,0.292016744,0.283572573
 07/21  02:00:00,0.461712817,0.5176455,0.00E+00,0.230381093,0.00E+00,6.34E-03,6.34E-03,6.34E-03,6.40E-02,1.39E-02,7.17E-02,0.288631043,0.267384161
 07/21  03:00:00,0.460262779,0.888983727,0.00E+00,0.597292513,0.00E+00,1.64E-02,1.64E-02,1.64E-02,6.40E-02,1.39E-02,6.42E-02,0.284568201,0.272090807
 07/21  04:00:00,0.47323459,1.457873888,0.00E+00,1.118409023,0.00E+00,3.08E-02,3.08E-02,3.08E-02,6.40E-02,1.39E-02,7.36E-02,0.273818599,0.320604866
 07/21  05:00:00,0.529194929,1.973115193,0.00E+00,1.418385784,0.00E+00,3.91E-02,3.91E-02,3.91E-02,6.73E-02,1.47E-02,8.55E-02,0.30555955,0.533683165
 07/21  06:00:00,0.659777067,2.371020848,0.00E+00,1.415559143,0.00E+00,3.90E-02,3.90E-02,3.90E-02,9.43E-02,2.05E-02,0.135831852,0.353044012,0.93114484
 07/21  07:00:00,0.8436631,2.462991638,0.00E+00,1.398065434,0.00E+00,3.85E-02,3.85E-02,3.85E-02,0.154879099,3.37E-02,0.209298719,0.375135713,1.039087714
 07/21  08:00:00,0.778284261,2.141847742,0.00E+00,1.111235419,0.00E+00,3.06E-02,3.06E-02,3.06E-02,0.11784276,2.57E-02,0.269903014,0.317155577,1.008767373
 07/21  09:00:00,0.716824657,1.702170583,0.00E+00,0.763556131,0.00E+00,2.10E-02,2.10E-02,2.10E-02,6.40E-02,1.39E-02,0.330854782,0.269925043,0.920022632
 07/21  10:00:00,0.710411665,1.004141681,0.00E+00,0.168842727,0.00E+00,4.65E-03,4.65E-03,4.65E-03,5.39E-02,1.17E-02,0.34676952,0.276273233,0.816269886
 07/21  11:00:00,0.720147373,0.74359879,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,5.39E-02,1.17E-02,0.36106938,0.276357875,0.724563891
 07/21  12:00:00,0.704950034,0.671445305,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,5.39E-02,1.17E-02,0.350527381,0.271702536,0.652731056
 07/21  13:00:00,0.6832634,0.629824372,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,5.39E-02,1.17E-02,0.319445426,0.281097857,0.610462995
 07/21  14:00:00,0.67427771,0.58851963,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,5.39E-02,1.17E-02,0.294631582,0.296926011,0.568068045
 07/21  15:00:00,0.697696406,0.595307435,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,5.39E-02,1.17E-02,0.301544984,0.313431305,0.573719003
 07/21  16:00:00,0.801015322,0.650668217,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,5.72E-02,1.25E-02,0.343460405,0.370734301,0.625132886
 07/21  17:00:00,0.969827926,0.766612425,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,6.73E-02,1.47E-02,0.420322867,0.450382926,0.735591079
 07/21  18:00:00,1.050462461,0.871710307,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.107741978,2.35E-02,0.383154292,0.488979922,0.838030488
 07/21  19:00:00,1.08725016,0.889909086,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.205383091,4.47E-02,0.315283879,0.504723434,0.85514489
 07/21  20:00:00,1.272374347,0.830411692,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.370362972,8.07E-02,0.282131554,0.522075153,0.79445235
 07/21  21:00:00,1.446201029,0.755798457,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.535342852,0.116637568,0.267221967,0.509886628,0.720678631
 07/21  22:00:00,1.220335017,0.6346613,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.447802521,9.76E-02,0.216614189,0.441241533,0.604269592
 07/21  23:00:00,0.924835616,0.504866435,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.309758114,6.75E-02,0.147046406,0.383430682,0.478456607
 07/21  24:00:00,0.629072832,0.366283477,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.161612925,3.52E-02,9.80E-02,0.317155577,0.344438526
 07/22  01:00:00,0.515547782,0.30927489,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,9.76E-02,2.13E-02,8.75E-02,0.292016744,0.289161444
 07/22  02:00:00,0.457980909,0.291190487,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,6.40E-02,1.39E-02,7.43E-02,0.288631043,0.271310241
 07/22  03:00:00,0.445182759,0.296343265,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,6.40E-02,1.39E-02,6.56E-02,0.284568201,0.276742858
 07/22  04:00:00,0.44795379,0.452707204,0.00E+00,0.103202972,0.00E+00,2.84E-03,2.84E-03,2.84E-03,6.40E-02,1.39E-02,7.63E-02,0.273818599,0.330644233
 07/22  05:00:00,0.500938883,0.826844697,0.00E+00,0.243344648,0.00E+00,6.70E-03,6.70E-03,6.70E-03,6.73E-02,1.47E-02,8.96E-02,0.30555955,0.562453805
 07/22  06:00:00,0.635370067,1.164226236,0.00E+00,0.143189346,0.00E+00,3.94E-03,3.94E-03,3.94E-03,9.43E-02,2.05E-02,0.146457372,0.353044012,0.996720025
 07/22  07:00:00,0.829913571,1.274631581,0.00E+00,0.130112536,0.00E+00,3.58E-03,3.58E-03,3.58E-03,0.154879099,3.37E-02,0.230460098,0.375135713,1.118680555
 07/22  08:00:00,0.78054806,1.129260218,0.00E+00,1.53E-02,0.00E+00,4.22E-04,4.22E-04,4.22E-04,0.11784276,2.57E-02,0.302340341,0.317155577,1.092072637
 07/22  09:00:00,0.740832543,1.015291908,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,6.40E-02,1.39E-02,0.375885877,0.269925043,0.996700088
 07/22  10:00:00,0.75667914,0.900960167,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,5.39E-02,1.17E-02,0.39768579,0.276273233,0.881931098
 07/22  11:00:00,0.772636174,0.797486323,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,5.39E-02,1.17E-02,0.413558182,0.276357875,0.778451425
